Reference ID,Country,Validation Date,Amount,Currency,Rating,Type,Maturity
XZT1301,UNITED KINGDOM,01/02/2019,8754000,USD,AA,1,31/08/2042
XZT1302,SOUTH KOREA,01/03/2019,4100000,EUR,A,3,07/01/2045
XZT1303,UNITED STATES OF AMERICA,01/04/2019,3066000,USD,A,2,01/03/2040
XZT1304,NORWAY,01/03/2019,8717000,USD,AA,1,01/05/2044
XZT1305,GERMANY,01/02/2019,1791000,EUR,AA,3,01/01/2044
XZT1306,SOUTH KOREA,01/01/2019,9447000,USD,AA,1,01/07/2047
XZT1307,UNITED STATES OF AMERICA,01/04/2019,5609000,USD,A,1,01/02/2046
XZT1308,DENMARK,01/03/2019,7292000,USD,BBB,1,01/01/2049
XZT1309,CHINA,01/01/2019,5158000,USD,A,1,07/01/2047
XZT1310,URUGUAY,01/01/2019,7930000,USD,A,1,01/06/2027
XZT1311,UNITED STATES OF AMERICA,01/01/2019,351000,USD,CCC,1,11/01/2036
XZT1312,GERMANY,01/01/2019,6133000,USD,BB,2,01/09/2044
XZT1313,SOUTH KOREA,01/02/2019,1344000,USD,AA,2,01/07/2019
XZT1314,GERMANY,01/03/2019,485000,USD,BBB,1,01/05/2029
XZT1315,JAPAN,01/03/2019,8521000,AUD,A,3,01/10/2020
XZT1316,SOUTH KOREA,01/03/2019,2471000,USD,CCC,3,01/07/2048
XZT1317,POLAND,01/02/2019,4840000,GBP,AA,1,01/09/2040
XZT1318,NORWAY,01/04/2019,6800000,CHF,A,2,01/07/2034
XZT1319,UNITED STATES OF AMERICA,01/04/2019,6593000,CHF,BB,1,01/06/2031
XZT1320,GERMANY,01/03/2019,8786000,EUR,BB,1,01/12/2040
XZT1321,EGYPT,01/02/2019,6229000,USD,AA,2,01/10/2032
XZT1322,UNITED STATES OF AMERICA,01/01/2019,8253000,USD,AA,2,01/03/2045
XZT1323,SOUTH KOREA,01/01/2019,211000,EUR,AA,1,01/01/2032
XZT1324,POLAND,01/04/2019,362000,USD,AA,3,01/04/2039
XZT1325,BRAZIL,01/03/2019,8796000,USD,A,2,01/05/2036
XZT1326,EGYPT,01/01/2019,9340000,USD,A,2,01/02/2020
XZT1327,SWITZERLAND,01/01/2019,1296000,USD,AAA,2,01/04/2024
XZT1328,BRAZIL,01/02/2019,3036000,USD,BB,1,01/05/2023
XZT1329,POLAND ,01/02/2019,5320000,USD,B,3,01/05/2019
XZT1330,AUSTRIA,01/04/2019,8449000,USD,CCC,3,01/11/2030
XZT1331,SOUTH KOREA,01/02/2019,6940000,GBP,AA,1,01/10/2029
XZT1332,UNITED STATES OF AMERICA,01/01/2019,9339000,USD,B,3,01/01/2026
XZT1333,EGYPT,01/04/2019,5996000,USD,BB,2,01/07/2032
XZT1334,CHINA,01/01/2019,2900000,USD,B,1,01/09/2034
XZT1335,EGYPT,01/04/2019,9995000,EUR,A,1,01/02/2036
XZT1336,CANADA,01/02/2019,7506000,GBP,AA,3,01/03/2031
XZT1337,UNITED KINGDOM,01/04/2019,15000,USD,B,2,31/12/2038
XZT1338,UNITED KINGDOM,01/01/2019,9171000,USD,AAA,2,01/08/2020
XZT1339,CHINA,01/02/2019,9541000,USD,AAA,3,09/01/2036
XZT1340,UNITED STATES OF AMERICA,01/03/2019,6656000,USD,AA,2,01/06/2019
XZT1341,AUSTRALIA,01/03/2019,9170000,EUR,AAA,1,01/03/2020
XZT1342,UNITED STATES OF AMERICA,01/02/2019,7891000,USD,AA,2,01/08/2019
XZT1343,EGYPT,01/04/2019,9528000,USD,B,3,01/09/2044
XZT1344,UNITED STATES OF AMERICA,01/03/2019,2002000,EUR,A,1,01/03/2019
XZT1345,CANADA,01/01/2019,375000,EUR,AA,2,01/02/2044
XZT1346,SOUTH KOREA,01/03/2019,6870000,CHF,AA,3,07/01/2035
XZT1347,BRAZIL,01/04/2019,9483000,USD,A,2,01/09/2034
XZT1348,UNITED STATES OF AMERICA,01/03/2019,1972000,USD,BBB,1,01/08/2036
XZT1349,UNITED STATES OF AMERICA,01/02/2019,7815000,USD,A,2,01/11/2034
XZT1350,BRAZIL,01/01/2019,4718000,EUR,AA,1,01/02/2047
XZT1351,UNITED KINGDOM,01/02/2019,8482000,Swiss Franc,AAA,3,01/11/2047
XZT1352,SWITZERLAND,01/04/2019,8130000,USD,AA,3,01/01/2046
XZT1353,BRAZIL,01/02/2019,2436000,USD,AAA,3,01/04/2021
XZT1354,SWITZERLAND,01/04/2019,5214000,USD,A,1,02/01/2045
XZT1355,BRAZIL,01/04/2019,9609000,EUR,BBB,2,01/08/2021
XZT1356,AUSTRALIA,01/04/2019,3382000,USD,A,3,01/01/2041
XZT1380,SWITZERLAND,01/01/2019,7267000,CHF,AA,2,01/04/2044
XZT1358,FRANCE,01/03/2019,1331000,USD,B,3,31/03/2021
XZT1359,UNITED STATES OF AMERICA,01/02/2019,6019000,USD,AAA,2,01/11/2042
XZT1360,UNITED STATES OF AMERICA,01/04/2019,9647000,USD,AAA,1,02/29/2024
XZT1361,SWITZERLAND,01/03/2019,1642000,USD,B,1,01/07/2021
XZT1362,UNITED KINGDOM,01/02/2019,5404000,USD,BBB,1,01/03/2030
XZT1363,CHINA,01/02/2019,5224000,USD,CCC,2,01/06/2025
XZT1364,SWITZERLAND,01/03/2019,2882000,USD,AA,1,01/03/2048
XZT1365,AUSTRALIA,01/03/2019,7541000,USD,A,3,01/04/2038
XZT1366,UNITED KINGDOM,01/03/2019,6949000,USD,CCC,2,01/03/2026
XZT1367,UNITED STATES OF AMERICA,01/04/2019,7112000,EUR,A,2,01/06/2041
XZT1368,EGYPT,01/04/2019,4087000,USD,B,2,01/03/2046
XZT1369,UNITED STATES OF AMERICA,01/03/2019,2025000,CHF,CCC,2,30/06/2040
XZT1370,UNITED STATES OF AMERICA,01/02/2019,8685000,USD,AAA,3,01/10/2047
XZT1371,BRAZIL,01/01/2019,3982000,EUR,AA,1,01/05/2038
XZT1372,EGYPT,01/03/2019,2676000,AUD,BBB,1,01/12/2044
XZT1373,SOUTH KOREA,TRUE,997000,CHF,AA,1,01/03/2043
XZT1374,EGYPT,01/02/2019,7571000,USD,BB,2,01/12/2029
XZT1375,BELGIUM,01/03/2019,198000,USD,BBB,3,31/05/2019
XZT1376,SOUTH KOREA,01/04/2019,8303000,USD,AA,3,01/01/2036
XZT1377,EGYPT,01/04/2019,5731000,USD,B,1,01/01/2026
XZT1378,POLAND,01/04/2019,207000000000,EUR,A,1,01/10/2043
XZT1379,UNITED STATES OF AMERICA,01/02/2019,2265000,EUR,A,3,01/12/2033
XZT1380,EGYPT,01/03/2019,4006000,USD,A,2,01/03/2029
XZT1381,MEXICO,01/01/2019,2164000,USD,AA,2,07/01/2040
XZT1382,UNITED STATES OF AMERICA,01/02/2019,1132000,USD,BB,3,01/05/2022
XZT1383,EGYPT,01/04/2019,6359000,USD,AAA,3,01/09/2041
XZT1384,BRAZIL,01/03/2019,4521000,USD,CCC,3,01/12/2044
XZT1385,POLAND,01/01/2019,1290000,USD,A,2,11/01/2047
XZT1386,SOUTH KOREA,01/02/2019,1837000,USD,A,2,07/01/2044
XZT1387,JAPAN,01/01/2019,3292000,GBP,A,2,01/01/2045
XZT1388,UNITED KINGDOM,01/01/2019,9134000,USD,AA,3,01/01/2042
XZT1389,UNITED STATES OF AMERICA,01/02/2019,197000,USD,CCC,1,30/11/2048
XZT1390,SOUTH KOREA,01/03/2019,9976000,USD,AAA,1,01/12/2030
XZT1391,GERMANY,01/01/2019,1821000,GBP,AA,3,30/06/2042
XZT1392,SWITZERLAND,01/01/2019,525000,CAD,BB,2,01/11/2031
XZT1393,SOUTH KOREA,01/02/2019,347000,USD,BB,1,01/09/2039
XZT1394,SOUTH KOREA,01/04/2019,8257000,EUR,A,3,01/10/2045
XZT1395,AUSTRALIA,01/02/2019,7562000,USD,AA,3,01/01/2029
XZT1396,SOUTH KOREA,01/02/2019,9894000,GBP,AAA,1,01/11/2046
XZT1397,BRAZIL,01/03/2019,9880000,USD,AA,3,31/03/2045
XZT1398,UNITED STATES OF AMERICA,01/04/2019,1606000,AUD,A,2,01/11/2041
XZT1399,NORWAY,01/02/2019,8915000,CHF,A,3,01/02/2049
XZT1400,MEXICO,01/04/2019,6194000,USD,BBB,2,01/07/2038
XZT1401,CANADA,01/02/2019,1234000,USD,AA,1,01/04/2022
XZT1402,UNITED STATES OF AMERICA,01/02/2019,5590000,USD,AA,3,01/12/2040
XZT1403,POLAND,01/02/2019,73000,USD,A,3,01/07/2046
XZT1404,SPAIN,01/02/2019,3368000,EUR,AAA,2,01/09/2042
XZT1405,UNITED STATES OF AMERICA,01/04/2019,6379000,USD,BB,3,01/01/2033
XZT1406,EGYPT,01/02/2019,4771000,USD,B,1,01/06/2036
XZT1407,UNITED STATES OF AMERICA,01/01/2019,7040000,EUR,AA,2,30/04/2043
XZT1408,UNITED STATES OF AMERICA,01/01/2019,2659000,GBP,A,2,01/07/2021
XZT1409,CHINA,01/03/2019,3778000,USD,AA,2,02/01/2046
XZT1410,POLAND,01/03/2019,7459000,USD,A,3,04/01/2048
XZT1411,UNITED STATES OF AMERICA,01/02/2019,1370000,USD,AAA,2,01/10/2046
XZT1412,CHINA,01/02/2019,8663000,GBP,E,1,03/01/2040
XZT1413,CANADA,01/02/2019,2752000,USD,A,2,01/10/2040
XZT1414,BRAZIL,01/03/2019,4939000,GBP,BBB,2,01/07/2047
XZT1415,UNITED STATES OF AMERICA,01/04/2019,9979000,USD,AAA,1,01/04/2025
XZT1416,SWITZERLAND,01/03/2019,2910000,AUD,B,1,01/06/2020
XZT1417,SOUTH KOREA,01/01/2019,3210000,USD,B,2,01/12/2029
XZT1418,AUSTRALIA,01/04/2019,3350000,USD,BB,2,09/01/2038
XZT1419,CHINA,01/03/2019,4076000,Swiss Franc,CCC,2,01/10/2044
XZT1420,UNITED KINGDOM,01/03/2019,5099000,USD,AA,3,30/09/2045
XZT1421,DENMARK,01/04/2019,5093000,USD,AAA,2,01/07/2047
XZT1422,AUSTRALIA,01/04/2019,3387000,Swiss Franc,AA,1,01/11/2047
XZT1423,UNITED STATES OF AMERICA,01/04/2019,9033000,USD,B,2,01/09/2037
XZT1424,SPAIN,01/02/2019,2415000,GBP,AA,2,01/01/2045
XZT1425,UNITED STATES OF AMERICA,01/01/2019,4701000,USD,A,2,01/10/2044
XZT1426,BRAZIL,01/02/2019,3106000,EUR,AA,1,01/06/2027
XZT1427,GERMANY,01/04/2019,8142000,USD,AA,3,01/05/2030
XZT1428,UNITED STATES OF AMERICA,01/03/2019,3601000,USD,BBB,1,01/09/2019
XZT1429,MEXICO,01/02/2019,6047000,USD,A,3,01/11/2032
XZT1430,UNITED STATES OF AMERICA,01/03/2019,9850000,USD,AA,2,01/09/2048
XZT1431,SOUTH KOREA,01/02/2019,3764000,USD,AA,2,01/12/2042
XZT1432,POLAND,01/04/2019,874000,USD,AA,3,01/02/2028
XZT1433,BRAZIL,01/03/2019,9761000,USD,AAA,2,01/06/2027
XZT1434,AUSTRALIA,01/02/2019,8635000,CHF,A,3,01/08/2021
XZT1435,SWITZERLAND,01/03/2019,8190000,USD,A,3,01/09/2030
XZT1436,MEXICO,01/02/2019,7875000,GBP,A,2,01/02/2024
XZT1437,SOUTH KOREA,01/04/2019,274000,GBP,BB,2,01/12/2047
XZT1438,MEXICO,01/02/2019,4374000,USD,A,3,01/05/2032
XZT1439,CANADA,01/03/2019,738000,USD,A,3,01/05/2023
XZT1440,UNITED STATES OF AMERICA,01/04/2019,2736000,GBP,AAA,2,01/11/2038
XZT1441,SOUTH KOREA,01/03/2019,2137000,USD,B,3,01/05/2040
XZT1442,AUSTRALIA,01/04/2019,4073000,USD,A,2,09/01/2038
XZT1443,AUSTRALIA,01/03/2019,3862000,USD,BB,2,01/12/2021
XZT1444,GERMANY,01/02/2019,2094000,USD,B,1,01/01/2025
XZT1445,CANADA,01/02/2019,5246000,EUR,BB,2,01/04/2025
XZT1446,SOUTH KOREA,01/02/2019,2512000,USD,CCC,3,01/03/2040
XZT1447,MEXICO,01/04/2019,2598000,EUR,AA,2,01/11/2046
XZT1448,UNITED KINGDOM,01/02/2019,6386000,USD,A,3,01/04/2020
XZT1449,UNITED KINGDOM,01/02/2019,1060000,USD,AAA,2,01/06/2035
XZT1450,SOUTH KOREA,01/02/2019,6031000,USD,AAA,2,01/05/2038
XZT1451,GERMANY,01/04/2019,5428000,USD,BB,2,01/08/2036
XZT1452,POLAND,01/03/2019,6969000,CHF,AAA,1,01/01/2025
XZT1453,SOUTH KOREA,01/04/2019,9020000,USD,A,3,01/11/2042
XZT1454,UNITED KINGDOM,01/04/2019,5301000,CHF,AA,1,01/02/2043
XZT1455,BRAZIL,01/03/2019,655000,USD,BB,2,01/06/2040
XZT1456,UNITED STATES OF AMERICA,01/03/2019,8792000,GBP,AA,2,01/04/2037
XZT1457,BRAZIL,01/02/2019,3223000,USD,AA,2,01/04/2034
XZT1458,SWITZERLAND,01/02/2019,7114000,USD,BB,1,01/07/2042
XZT1459,BRAZIL,01/03/2019,6562000,GBP,AA,3,01/08/2045
XZT1460,UNITED STATES OF AMERICA,01/03/2019,4131000,USD,BBB,2,01/07/2043
XZT1461,POLAND,01/01/2019,6542000,USD,A,2,01/09/2019
XZT1462,EGYPT,01/01/2019,9523000,USD,AA,1,04/01/2042
XZT1463,UNITED KINGDOM,01/02/2019,8361000,GBP,A,1,01/05/2039
XZT1464,SOUTH KOREA,01/03/2019,2860000,GBP,AA,2,01/11/2041
XZT1465,AUSTRALIA,01/03/2019,8848000,USD,A,3,01/09/2022
XZT1466,BRAZIL,01/02/2019,9804000,USD,AA,1,01/05/2027
XZT1467,UNITED STATES OF AMERICA,01/03/2019,8100000,USD,A,3,31/03/2023
XZT1468,AUSTRIA,01/02/2019,6054000,USD,AA,3,01/03/2035
XZT1469,POLAND,01/03/2019,2147000,NZD,CCC,2,01/07/2038
XZT1470,EGYPT,01/04/2019,4822000,USD,AA,1,01/11/2044
XZT1471,UNITED STATES OF AMERICA,01/02/2019,7781000,GBP,A,3,31/05/2029
XZT1472,AUSTRALIA,01/01/2019,9213000,USD,BBB,1,05/01/2019
XZT1473,UNITED STATES OF AMERICA,01/02/2019,8169000,USD,B,3,01/07/2036
XZT1474,UNITED KINGDOM,01/03/2019,4742000,USD,A,2,01/07/2032
XZT1475,EGYPT,01/04/2019,4325000,USD,AA,3,01/08/2023
XZT1476,EGYPT,01/02/2019,1050000,USD,AA,3,01/09/2038
XZT1477,FRANCE,01/02/2019,5568000,EUR,A,3,01/12/2036
XZT1478,UNITED STATES OF AMERICA,01/02/2019,1215000,USD,A,2,01/01/2037
XZT1479,UNITED STATES OF AMERICA,01/01/2019,8433000,USD,AA,2,01/03/2041
XZT1480,UNITED KINGDOM,01/02/2019,3279000,USD,A,2,06/01/2023
XZT1481,GERMANY,01/01/2019,5464000,USD,AA,1,01/06/2040
XZT1482,SOUTH KOREA,01/04/2019,6847000,USD,BBB,2,01/10/2047
XZT1483,BELGIUM,01/01/2019,2582000,USD,AA,2,01/03/2036
XZT1484,GERMANY,01/01/2019,3816000,USD,BB,1,01/09/2031
XZT1485,EGYPT,01/01/2019,9542000,CAD,BBB,1,01/07/2025
XZT1486,EGYPT,01/02/2019,1788000,USD,AAA,2,01/06/2027
XZT1487,BELGIUM,01/03/2019,4117000,USD,AA,2,01/04/2023
XZT1488,POLAND,01/01/2019,2921000,GBP,AAA,2,01/06/2032
XZT1489,MEXICO,01/04/2019,3235000,AUD,BB,2,01/09/2034
XZT1490,DENMARK,01/04/2019,6227000,EUR,AA,3,01/03/2025
XZT1491,CANADA,01/02/2019,5394000,USD,A,2,01/12/2040
XZT1492,POLAND,01/02/2019,9202000,USD,BBB,2,08/01/2036
XZT1493,AUSTRALIA,01/03/2019,9946000,USD,AA,3,01/02/2044
XZT1494,FRANCE,01/02/2019,3776000,USD,BB,1,01/08/2035
XZT1495,BELGIUM,01/03/2019,1222000,GBP,AA,2,01/02/2028
XZT1496,BRAZIL,01/04/2019,9603000,USD,AA,2,01/07/2034
XZT1497,AUSTRALIA,01/03/2019,3053000,USD,A,2,12/01/2019
XZT1498,EGYPT,01/04/2019,2108000,USD,AAA,1,01/12/2030
XZT1499,BRAZIL,01/04/2019,1023000,USD,BB,1,01/03/2033
XZT1500,SOUTH AFRICA,01/03/2019,1586000,EUR,B,3,01/08/2044
XZT1501,UNITED STATES OF AMERICA,01/01/2019,8719000,USD,AA,1,01/02/2023
XZT1502,CANADA,01/03/2019,1794000,USD,AA,2,01/10/2022
XZT1503,SOUTH AFRICA,01/04/2019,2086000,USD,A,3,01/02/2044
XZT1504,POLAND,01/01/2019,612000,GBP,AA,3,01/07/2036
XZT1505,SOUTH AFRICA,01/03/2019,739000,USD,A,3,01/07/2036
XZT1506,EGYPT,01/04/2019,8772000,USD,AA,3,11/01/2020
XZT1507,BELGIUM,01/04/2019,4101000,USD,BBB,2,01/05/2026
XZT1508,AUSTRALIA,01/03/2019,6914983,USD,AA,2,01/12/2042
XZT1509,UNITED STATES OF AMERICA,01/03/2019,2283000,EUR,AAA,3,01/01/2039
XZT1510,JAPAN,01/04/2019,9601000,EUR,B,3,01/06/2047
XZT1511,POLAND,01/02/2019,5974000,USD,AA,1,01/03/2036
XZT1512,AUSTRALIA,01/03/2019,2735000,USD,A,1,01/10/2028
XZT1513,GERMANY,01/04/2019,6888000,USD,B,1,01/08/2039
XZT1514,CANADA,01/04/2019,5218000000000,USD,CCC,3,01/01/2034
XZT1515,SWITZERLAND,01/02/2019,4741000,USD,AA,3,01/02/2038
XZT1516,CANADA,01/03/2019,6204000,USD,B,2,01/01/2048
XZT1517,SWITZERLAND,01/01/2019,7251000,USD,A,2,01/11/2037
XZT1518,AUSTRIA,01/04/2019,5486000,EUR,BBB,2,01/01/2020
XZT1519,POLAND,01/01/2019,6272000,USD,AAA,2,30/11/2045
XZT1520,AUSTRALIA,01/03/2019,4371000,USD,BBB,1,01/08/2029
XZT1521,AUSTRALIA,01/01/2019,6774000,EUR,A,3,01/11/2035
XZT1522,UNITED STATES OF AMERICA,01/04/2019,8915000,USD,A,1,01/07/2028
XZT1523,JAPAN,01/01/2019,4635000,USD,AAA,2,01/11/2024
XZT1524,UNITED KINGDOM,01/03/2019,5278000,GBP,BBB,2,01/07/2044
XZT1525,BRAZIL,01/02/2019,9822000,USD,A,1,01/10/2034
XZT1526,AUSTRALIA,01/04/2019,1274000,USD,AAA,2,02/01/2023
XZT1527,SOUTH KOREA,01/01/2019,9773000,CHF,AA,1,01/10/2020
XZT1528,SPAIN,01/03/2019,4217000,GBP,BBB,2,01/04/2022
XZT1529,EGYPT,01/02/2019,8684000,EUR,AA,2,01/04/2043
XZT1530,SOUTH KOREA,01/03/2019,3878000,USD,B,3,01/03/2026
XZT1531,SOUTH KOREA,01/03/2019,54000,USD,BBB,3,01/03/2033
XZT1532,UNITED STATES OF AMERICA,01/03/2019,3550000,AUD,A,1,01/08/2032
XZT1533,AUSTRALIA,01/04/2019,6983000,USD,A,1,01/10/2046
XZT1534,FRANCE,01/04/2019,8747000,USD,BB,2,01/12/2038
XZT1535,MEXICO,01/04/2019,9788000,NOK,AAA,2,01/09/2045
XZT1536,BELGIUM,01/02/2019,4901000,GBP,BBB,2,01/08/2019
XZT1537,EGYPT,01/02/2019,5102000,USD,A,1,01/04/2046
XZT1538,AUSTRALIA,01/04/2019,3821000,USD,A,3,31/12/2026
XZT1539,BRAZIL,01/02/2019,7596000,USD,A,3,01/08/2041
XZT1540,UNITED STATES OF AMERICA,01/02/2019,970000,USD,AA,1,01/11/2038
XZT1541,UNITED STATES OF AMERICA,01/04/2019,9897000,EUR,AA,3,01/10/2046
XZT1542,UNITED STATES OF AMERICA,01/02/2019,8396000,USD,BB,1,01/08/2032
XZT1543,SOUTH KOREA,01/04/2019,8137000,USD,A,3,01/02/2046
XZT1544,EGYPT,01/02/2019,3898000,USD,A,2,12/01/2030
XZT1545,EGYPT,01/02/2019,9755000,USD,A,2,01/04/2044
XZT1546,SOUTH KOREA,01/03/2019,4240000,USD,AA,1,01/07/2026
XZT1547,AUSTRIA,01/04/2019,1693000,USD,A,2,01/07/2042
XZT1548,GERMANY,01/02/2019,7647000,EUR,A,2,01/10/2031
XZT1549,UNITED KINGDOM,01/03/2019,5656000,USD,BB,3,01/02/2044
XZT1550,UNITED KINGDOM,01/03/2019,9143000,USD,AA,2,01/01/2029
XZT1551,POLAND,01/03/2019,7495000,EUR,B,2,01/02/2045
XZT1552,SWITZERLAND,01/03/2019,1164000,USD,AA,3,01/01/2040
XZT1553,BRAZIL,01/01/2019,1723000,EUR,BB,1,01/04/2032
XZT1554,UNITED KINGDOM,01/01/2019,2485000,USD,BB,2,01/08/2038
XZT1555,FRANCE,01/04/2019,2006000,USD,BBB,3,01/01/2026
XZT1556,UNITED KINGDOM,01/04/2019,4630000,GBP,AA,3,05/01/2020
XZT1557,UNITED STATES OF AMERICA,01/02/2019,6527000,EUR,B,1,01/09/2030
XZT1558,GERMANY,01/02/2019,6738000,USD,AA,2,01/06/2020
XZT1559,BRAZIL,01/04/2019,1928000,AUD,AA,1,01/03/2043
XZT1560,MEXICO,01/03/2019,3693000,USD,A,2,01/01/2048
XZT1561,AUSTRALIA,01/04/2019,1545000,USD,AA,3,01/04/2022
XZT1562,RUSSIA,01/03/2019,4539000,USD,AA,1,09/01/2019
XZT1563,UNITED STATES OF AMERICA,01/01/2019,1690000,USD,AA,1,31/05/2030
XZT1564,AUSTRALIA,01/01/2019,61000,EUR,BBB,3,01/12/2026
XZT1565,BRAZIL,01/03/2019,5709000,USD,AA,2,01/01/2024
XZT1566,SPAIN,01/04/2019,8302000,USD,BB,2,01/01/2020
XZT1567,UNITED STATES OF AMERICA,01/02/2019,4053000,USD,AA,2,01/04/2021
XZT1568,POLAND,01/03/2019,8128000,USD,BBB,1,01/02/2021
XZT1569,SOUTH KOREA,01/04/2019,8934000,CHF,AA,1,01/02/2042
XZT1570,UNITED STATES OF AMERICA,01/04/2019,5678000,EUR,AA,3,01/05/2030
XZT1571,BRAZIL,01/01/2019,5664000,CAD,A,2,01/05/2032
XZT1572,RUSSIA,01/04/2019,3351000,EUR,AA,2,04/01/2033
XZT1573,UNITED KINGDOM,01/02/2019,4623000,CHF,AA,2,01/02/2025
XZT1574,UNITED STATES OF AMERICA,01/03/2019,8831000,USD,A,2,01/08/2029
XZT1575,UNITED STATES OF AMERICA,01/02/2019,5452000,USD,A,2,01/01/2027
XZT1576,MEXICO,01/02/2019,1051000,USD,AA,3,01/12/2042
XZT1577,GERMANY,01/02/2019,5075000,USD,AA,1,01/11/2044
XZT1578,AUSTRALIA,01/02/2019,4269000,USD,B,3,01/08/2021
XZT1579,CHINA,01/02/2019,7474000,USD,A,2,01/11/2034
XZT1580,UNITED STATES OF AMERICA,01/02/2019,3885000,USD,A,1,01/11/2025
XZT1581,SOUTH KOREA,01/02/2019,362000,USD,BB,2,01/09/2026
XZT1582,UNITED STATES OF AMERICA,01/02/2019,4680000,EUR,BB,3,01/04/2040
XZT1583,POLAND,01/04/2019,3739000,USD,A,2,01/10/2033
XZT1584,BELGIUM,01/03/2019,5593000,USD,B,3,01/05/2032
XZT1585,UNITED STATES OF AMERICA,01/04/2019,9884000,USD,AA,2,01/10/2034
XZT1586,EGYPT,01/04/2019,9348000,USD,A,1,01/09/2026
XZT1587,SOUTH KOREA,01/04/2019,6179000,USD,A,2,01/04/2026
XZT1588,UNITED KINGDOM,01/01/2019,5718000,EUR,BBB,1,12/01/2043
XZT1589,RUSSIA,01/01/2019,2443000,EUR,A,2,01/08/2028
XZT1590,BRAZIL,01/03/2019,5028000,USD,AA,2,01/01/2032
XZT1591,SOUTH KOREA,01/03/2019,3493000,USD,BB,2,01/12/2019
XZT1592,UNITED KINGDOM,01/03/2019,1859000,USD,AA,3,01/02/2046
XZT1593,GERMANY,01/02/2019,6700000,USD,A,3,01/01/2038
XZT1594,BRAZIL,01/03/2019,1407000,USD,A,1,01/08/2031
XZT1595,EGYPT,01/02/2019,7169000,USD,AA,3,01/08/2046
XZT1596,UNITED KINGDOM,01/04/2019,3789000,USD,AA,3,01/04/2027
XZT1597,UNITED STATES OF AMERICA,01/01/2019,4594000,EUR,AA,2,01/12/2043
XZT1598,UNITED STATES OF AMERICA,01/02/2019,3274000,AUD,A,3,01/02/2036
XZT1599,UNITED STATES OF AMERICA,01/02/2019,4058000,USD,BB,3,01/07/2029
XZT1600,TURKEY,01/02/2019,954000,EUR,A,3,01/04/2032
XZT1601,BRAZIL,01/02/2019,8110000,USD,AA,1,01/05/2039
XZT1602,SOUTH AFRICA,01/04/2019,4762000,GBP,BBB,3,01/09/2024
XZT1603,RUSSIA,01/01/2019,3770000,USD,A,1,01/10/2042
XZT1604,EGYPT,01/04/2019,7231000,CHF,AAA,2,01/01/2026
XZT1605,GERMANY,01/04/2019,87000,CHF,A,2,03/01/2047
XZT1606,AUSTRALIA,01/02/2019,9410000,USD,B,1,30/11/2043
XZT1607,URUGUAY,01/04/2019,6507000,USD,B,3,01/07/2038
XZT1608,BRAZIL,01/01/2019,3920000,USD,AA,2,01/06/2042
XZT1609,AUSTRALIA,01/02/2019,6985000,EUR,AAA,1,01/02/2020
XZT1610,SWITZERLAND,01/01/2019,2510000,AUD,BBB,2,01/10/2041
XZT1611,AUSTRALIA,01/02/2019,3595000,GBP,AAA,1,01/12/2024
XZT1612,UNITED STATES OF AMERICA,01/01/2019,431000,GBP,A,2,01/03/2039
XZT1613,SOUTH KOREA,01/03/2019,4086000,USD,AA,3,01/12/2023
XZT1614,AUSTRALIA,01/03/2019,4221000,USD,A,1,01/02/2041
XZT1615,AUSTRALIA,01/01/2019,6003000,GBP,AA,2,01/11/2046
XZT1616,SOUTH KOREA,01/01/2019,8389000,EUR,AA,2,01/08/2020
XZT1617,UNITED STATES OF AMERICA,01/04/2019,1837000,USD,BBB,2,01/04/2039
XZT1618,CHINA,01/02/2019,1775000,USD,AA,2,01/08/2042
XZT1619,UNITED STATES OF AMERICA,01/02/2019,2331000,CHF,AAA,3,01/12/2037
XZT1620,GERMANY,01/02/2019,8202000,CHF,A,2,01/09/2042
XZT1621,UNITED KINGDOM,01/03/2019,9793000,Swiss Franc,AA,2,08/01/2023
XZT1622,UNITED STATES OF AMERICA,01/02/2019,4194000,USD,CCC,1,01/05/2034
XZT1623,POLAND,01/02/2019,339000,USD,B,1,01/12/2024
XZT1624,BRAZIL,01/01/2019,6028000,EUR,BBB,3,01/06/2032
XZT1625,CHINA,01/02/2019,2073000,CAD,A,2,07/01/2035
XZT1626,CANADA,01/02/2019,8258000,USD,AA,3,01/09/2028
XZT1627,AUSTRALIA,01/04/2019,5379000,GBP,AA,3,01/02/2045
XZT1628,AUSTRALIA,01/03/2019,2354000,USD,B,3,01/08/2048
XZT1629,SWITZERLAND,01/01/2019,9338000,USD,CCC,2,01/12/2021
XZT1630,UNITED STATES OF AMERICA,01/03/2019,6139000,USD,B,3,03/01/2038
XZT1631,UNITED STATES OF AMERICA,01/01/2019,6032000,AUD,A,1,01/12/2035
XZT1632,UNITED STATES OF AMERICA,01/03/2019,3788000,GBP,AA,1,01/10/2025
XZT1633,UNITED STATES OF AMERICA,01/02/2019,2598000,USD,BB,1,01/04/2028
XZT1634,SWITZERLAND,01/01/2019,1980000,USD,AA,2,01/03/2034
XZT1635,UNITED STATES OF AMERICA,01/04/2019,9821000,USD,AAA,3,01/02/2034
XZT1636,SOUTH KOREA,01/02/2019,963000,USD,BBB,3,01/01/2024
XZT1637,AUSTRALIA,01/02/2019,4997000,EUR,AA,2,01/02/2047
XZT1638,AUSTRALIA,01/01/2019,6488000,CHF,BBB,1,01/08/2019
